Freq	dB	Phase
200.0000	63.5263	165.1123
201.3306	63.6401	164.9728
202.6701	63.7539	164.8502
204.0186	63.8685	164.7339
205.3759	63.9834	164.6115
206.7423	64.0985	164.4864
208.1178	64.2136	164.3695
209.5025	64.3294	164.2565
210.8964	64.4456	164.1359
212.2995	64.5618	164.0112
213.7120	64.6781	163.8934
215.1339	64.7951	163.7786
216.5652	64.9124	163.6557
218.0060	65.0298	163.5278
219.4565	65.1472	163.4059
220.9166	65.2653	163.2865
222.3864	65.3836	163.1585
223.8660	65.5021	163.0258
225.3554	65.6207	162.8911
226.8547	65.7395	162.7542
228.3641	65.8583	162.6165
229.8834	65.9772	162.4850
231.4129	66.0968	162.3514
232.9525	66.2166	162.2078
234.5024	66.3365	162.0605
236.0626	66.4564	161.9104
237.6332	66.5764	161.7576
239.2142	66.6965	161.6017
240.8057	66.8166	161.4437
242.4079	66.9367	161.2915
244.0207	67.0575	161.1297
245.6442	67.1778	160.9572
247.2785	67.2982	160.7929
248.9237	67.4190	160.6170
250.5799	67.5392	160.4383
252.2470	67.6597	160.2643
253.9253	67.7802	160.0763
255.6147	67.9002	159.8934
257.3154	68.0208	159.7080
259.0273	68.1408	159.5123
260.7507	68.2608	159.3248
262.4855	68.3811	159.1286
264.2319	68.5009	158.9229
265.9899	68.6205	158.7216
267.7596	68.7401	158.5195
269.5411	68.8596	158.3155
271.3344	68.9790	158.1097
273.1396	69.0983	157.9019
274.9569	69.2176	157.6925
276.7862	69.3369	157.4739
278.6277	69.4557	157.2573
280.4815	69.5746	157.0474
282.3476	69.6937	156.8264
284.2261	69.8124	156.5953
286.1172	69.9306	156.3716
288.0208	70.0491	156.1551
289.9370	70.1677	155.9277
291.8660	70.2859	155.6968
293.8079	70.4041	155.4704
295.7627	70.5225	155.2407
297.7304	70.6407	155.0026
299.7113	70.7587	154.7648
301.7054	70.8767	154.5260
303.7127	70.9945	154.2826
305.7333	71.1122	154.0482
307.7674	71.2304	153.8029
309.8151	71.3479	153.5453
311.8764	71.4653	153.2958
313.9513	71.5828	153.0478
316.0401	71.7003	152.7923
318.1428	71.8175	152.5324
320.2595	71.9347	152.2738
322.3902	72.0519	152.0084
324.5352	72.1687	151.7419
326.6944	72.2856	151.4749
328.8679	72.4022	151.2003
331.0560	72.5186	150.9208
333.2586	72.6347	150.6434
335.4758	72.7507	150.3661
337.7078	72.8666	150.0816
339.9546	72.9822	149.7925
342.2164	73.0974	149.5058
344.4933	73.2126	149.2193
346.7853	73.3277	148.9264
349.0925	73.4424	148.6297
351.4151	73.5569	148.3305
353.7531	73.6711	148.0325
356.1067	73.7851	147.7370
358.4760	73.8992	147.4374
360.8610	74.0130	147.1328
363.2619	74.1265	146.8266
365.6788	74.2399	146.5189
368.1117	74.3531	146.2098
370.5608	74.4661	145.8994
373.0263	74.5789	145.5878
375.5081	74.6917	145.2749
378.0064	74.8042	144.9599
380.5214	74.9167	144.6478
383.0531	75.0293	144.3343
385.6016	75.1419	144.0111
388.1671	75.2541	143.6859
390.7497	75.3663	143.3619
393.3494	75.4785	143.0357
395.9665	75.5906	142.7070
398.6009	75.7026	142.3760
401.2529	75.8147	142.0387
403.9225	75.9264	141.6956
406.6099	76.0380	141.3527
409.3152	76.1495	141.0135
412.0384	76.2613	140.6646
414.7798	76.3725	140.3046
417.5394	76.4836	139.9501
420.3174	76.5947	139.5902
423.1139	76.7054	139.2226
425.9289	76.8160	138.8530
428.7627	76.9263	138.4763
431.6154	77.0362	138.1016
434.4870	77.1462	137.7215
437.3778	77.2557	137.3287
440.2877	77.3647	136.9368
443.2171	77.4735	136.5453
446.1659	77.5820	136.1474
449.1343	77.6901	135.7433
452.1225	77.7978	135.3382
455.1306	77.9053	134.9283
458.1587	78.0123	134.5111
461.2069	78.1188	134.0913
464.2754	78.2249	133.6718
467.3643	78.3308	133.2439
470.4738	78.4358	132.8131
473.6040	78.5407	132.3859
476.7550	78.6453	131.9478
479.9269	78.7492	131.5061
483.1200	78.8528	131.0649
486.3343	78.9560	130.6171
489.5700	79.0586	130.1646
492.8272	79.1608	129.7083
496.1061	79.2624	129.2480
499.4068	79.3636	128.7837
502.7295	79.4642	128.3155
506.0742	79.5642	127.8432
509.4413	79.6637	127.3667
512.8307	79.7626	126.8860
516.2427	79.8609	126.4010
519.6773	79.9585	125.9116
523.1349	80.0555	125.4179
526.6154	80.1519	124.9193
530.1191	80.2476	124.4131
533.6461	80.3423	123.9056
537.1965	80.4364	123.3959
540.7706	80.5297	122.8776
544.3685	80.6221	122.3561
547.9903	80.7137	121.8300
551.6362	80.8043	121.2989
555.3064	80.8940	120.7663
559.0009	80.9827	120.2315
562.7201	81.0705	119.6914
566.4640	81.1573	119.1472
570.2328	81.2430	118.6021
574.0267	81.3277	118.0534
577.8458	81.4114	117.5008
581.6904	81.4938	116.9475
585.5605	81.5752	116.3949
589.4563	81.6556	115.8425
593.3781	81.7350	115.2859
597.3260	81.8131	114.7268
601.3001	81.8902	114.1708
605.3007	81.9662	113.6145
609.3279	82.0411	113.0590
613.3819	82.1150	112.5045
617.4629	82.1879	111.9477
621.5710	82.2596	111.3919
625.7064	82.3303	110.8406
629.8694	82.4000	110.2912
634.0601	82.4688	109.7408
638.2786	82.5364	109.1939
642.5252	82.6033	108.6493
646.8001	82.6691	108.1052
651.1034	82.7339	107.5657
655.4353	82.7980	107.0274
659.7961	82.8611	106.4890
664.1858	82.9231	105.9545
668.6048	82.9844	105.4255
673.0532	83.0448	104.8984
677.5312	83.1044	104.3732
682.0389	83.1631	103.8521
686.5767	83.2211	103.3333
691.1446	83.2782	102.8185
695.7430	83.3345	102.3086
700.3719	83.3902	101.8023
705.0316	83.4451	101.2986
709.7223	83.4993	100.7982
714.4443	83.5527	100.3030
719.1976	83.6055	99.8130
723.9826	83.6577	99.3267
728.7994	83.7092	98.8444
733.6483	83.7602	98.3671
738.5294	83.8106	97.8949
743.4430	83.8605	97.4274
748.3893	83.9098	96.9660
753.3685	83.9588	96.5104
758.3808	84.0073	96.0589
763.4265	84.0555	95.6111
768.5058	84.1032	95.1698
773.6188	84.1507	94.7345
778.7659	84.1979	94.3030
783.9472	84.2449	93.8769
789.1629	84.2916	93.4567
794.4134	84.3382	93.0409
799.6988	84.3846	92.6295
805.0194	84.4310	92.2245
810.3754	84.4773	91.8227
815.7670	84.5235	91.4245
821.1944	84.5697	91.0324
826.6580	84.6160	90.6424
832.1580	84.6622	90.2568
837.6945	84.7086	89.8757
843.2679	84.7550	89.4959
848.8783	84.8015	89.1198
854.5261	84.8482	88.7469
860.2114	84.8950	88.3755
865.9346	84.9419	88.0061
871.6959	84.9889	87.6394
877.4955	85.0361	87.2733
883.3336	85.0834	86.9075
889.2106	85.1309	86.5437
895.1268	85.1785	86.1795
901.0822	85.2262	85.8151
907.0773	85.2740	85.4515
913.1123	85.3219	85.0881
919.1875	85.3698	84.7247
925.3030	85.4179	84.3603
931.4593	85.4660	83.9949
937.6565	85.5141	83.6297
943.8949	85.5622	83.2642
950.1748	85.6104	82.8973
956.4966	85.6586	82.5286
962.8603	85.7068	82.1588
969.2665	85.7548	81.7887
975.7152	85.8029	81.4174
982.2069	85.8509	81.0441
988.7417	85.8989	80.6695
995.3200	85.9467	80.2944
1001.9420	85.9945	79.9174
1008.6080	86.0421	79.5380
1015.3190	86.0896	79.1582
1022.0740	86.1370	78.7760
1028.8740	86.1842	78.3914
1035.7190	86.2312	78.0053
1042.6100	86.2780	77.6174
1049.5470	86.3246	77.2276
1056.5300	86.3710	76.8349
1063.5590	86.4171	76.4394
1070.6350	86.4629	76.0422
1077.7580	86.5084	75.6424
1084.9290	86.5535	75.2401
1092.1470	86.5983	74.8356
1099.4130	86.6427	74.4284
1106.7280	86.6867	74.0184
1114.0910	86.7302	73.6063
1121.5040	86.7733	73.1920
1128.9650	86.8159	72.7745
1136.4770	86.8579	72.3552
1144.0380	86.8993	71.9339
1151.6490	86.9402	71.5100
1159.3120	86.9804	71.0853
1167.0250	87.0200	70.6587
1174.7890	87.0590	70.2301
1182.6050	87.0973	69.8007
1190.4730	87.1348	69.3701
1198.3940	87.1717	68.9390
1206.3670	87.2078	68.5075
1214.3930	87.2432	68.0754
1222.4730	87.2779	67.6439
1230.6060	87.3118	67.2125
1238.7940	87.3449	66.7815
