Freq	Ohm	Deg
20.0000	10.4364	36.2031
20.1737	10.5006	36.9894
20.3488	10.5911	37.8649
20.5255	10.6783	38.5720
20.7037	10.7759	39.2660
20.8835	10.8742	39.8709
21.0648	10.9758	40.4312
21.2478	11.0758	40.9998
21.4322	11.1828	41.5776
21.6183	11.2917	42.1241
21.8061	11.4057	42.6478
21.9954	11.5207	43.1498
22.1864	11.6403	43.6221
22.3790	11.7589	44.0599
22.5733	11.8788	44.4994
22.7693	11.9989	44.9538
22.9670	12.1228	45.4151
23.1665	12.2478	45.8851
23.3676	12.3775	46.3901
23.5705	12.5130	46.8979
23.7752	12.6535	47.4012
23.9816	12.7993	47.9120
24.1899	12.9512	48.4413
24.3999	13.1114	48.9935
24.6118	13.2823	49.5272
24.8255	13.4603	50.0210
25.0410	13.6448	50.4965
25.2585	13.8361	50.9430
25.4778	14.0317	51.3495
25.6990	14.2294	51.7611
25.9221	14.4335	52.1905
26.1472	14.6435	52.6017
26.3743	14.8568	53.0244
26.6033	15.0775	53.5083
26.8343	15.3117	54.0498
27.0673	15.5639	54.5567
27.3023	15.8241	55.0532
27.5394	16.1027	55.5588
27.7785	16.3943	55.9929
28.0197	16.6937	56.4010
28.2630	17.0031	56.9094
28.5084	17.3439	57.3989
28.7559	17.6951	57.7864
29.0056	18.0616	58.1786
29.2575	18.4457	58.5286
29.5115	18.8419	58.8010
29.7677	19.2430	59.0770
30.0262	19.6601	59.3867
30.2869	20.0911	59.7218
30.5499	20.5441	60.1137
30.8152	21.0247	60.5513
31.0827	21.5393	61.0881
31.3526	22.1117	61.6322
31.6249	22.7304	62.0267
31.8995	23.3818	62.3111
32.1765	24.0657	62.5508
32.4558	24.7856	62.7023
32.7377	25.5252	62.8061
33.0219	26.2952	63.0173
33.3086	27.1247	63.3200
33.5979	28.0216	63.6170
33.8896	28.9871	63.9593
34.1839	30.0519	64.4487
34.4807	31.2676	64.8143
34.7801	32.5801	64.9285
35.0821	34.0025	64.9592
35.3867	35.5488	64.8549
35.6939	37.2148	64.5264
36.0039	38.9738	64.0905
36.3165	40.8710	63.6435
36.6318	42.9253	63.1144
36.9499	45.1549	62.5015
37.2707	47.5859	61.8988
37.5944	50.3055	61.4435
37.9208	53.4746	60.7371
38.2501	57.0002	59.5028
38.5822	60.9189	57.8392
38.9172	65.2312	55.5721
39.2551	69.8684	52.4425
39.5960	74.5913	48.7283
39.9398	79.5310	44.4942
40.2866	84.4671	39.3466
40.6364	89.1136	33.2378
40.9892	93.0736	26.4159
41.3451	96.1832	19.1541
41.7041	98.2194	11.6230
42.0662	99.1226	4.0838
42.4315	98.9089	-3.1952
42.7999	97.7973	-10.1861
43.1716	95.8033	-16.9481
43.5464	93.0363	-23.1965
43.9245	89.8022	-28.8203
44.3059	86.2805	-33.9975
44.6906	82.5317	-38.6453
45.0787	78.7981	-42.8310
45.4701	75.0661	-46.9686
45.8649	71.1774	-50.7830
46.2632	67.3729	-53.9954
46.6649	63.7088	-56.8378
47.0701	60.1804	-59.2536
47.4788	56.8731	-61.0494
47.8910	53.9117	-62.5775
48.3069	51.1386	-64.0134
48.7263	48.5868	-65.1944
49.1494	46.2387	-66.2393
49.5762	44.0666	-67.2583
50.0066	42.0113	-68.2562
50.4408	40.0558	-69.0389
50.8788	38.2413	-69.5758
51.3206	36.5578	-69.8817
51.7662	35.0352	-70.0200
52.2157	33.6432	-70.0587
52.6691	32.3936	-70.1148
53.1264	31.2271	-70.2846
53.5877	30.1321	-70.5989
54.0530	29.0488	-70.8634
