Freq	Ohm	Deg
20.0000	4.6530	35.2473
20.1737	4.6821	35.9051
20.3488	4.7119	36.5094
20.5255	4.7423	37.0760
20.7037	4.7735	37.6172
20.8835	4.8054	38.1396
21.0648	4.8381	38.6472
21.2478	4.8716	39.1431
21.4322	4.9058	39.6292
21.6183	4.9409	40.1070
21.8061	4.9769	40.5778
21.9954	5.0138	41.0424
22.1864	5.0515	41.5017
22.3790	5.0903	41.9563
22.5733	5.1300	42.4067
22.7693	5.1707	42.8534
22.9670	5.2124	43.2967
23.1665	5.2553	43.7371
23.3676	5.2992	44.1746
23.5705	5.3443	44.6097
23.7752	5.3906	45.0424
23.9816	5.4381	45.4731
24.1899	5.4870	45.9018
24.3999	5.5371	46.3287
24.6118	5.5886	46.7540
24.8255	5.6415	47.1776
25.0410	5.6959	47.5998
25.2585	5.7519	48.0206
25.4778	5.8094	48.4401
25.6990	5.8686	48.8583
25.9221	5.9295	49.2753
26.1472	5.9922	49.6911
26.3743	6.0567	50.1058
26.6033	6.1232	50.5193
26.8343	6.1917	50.9317
27.0673	6.2623	51.3431
27.3023	6.3351	51.7533
27.5394	6.4101	52.1625
27.7785	6.4875	52.5705
28.0197	6.5674	52.9774
28.2630	6.6499	53.3832
28.5084	6.7352	53.7878
28.7559	6.8232	54.1911
29.0056	6.9142	54.5932
29.2575	7.0084	54.9940
29.5115	7.1057	55.3934
29.7677	7.2066	55.7914
30.0262	7.3110	56.1879
30.2869	7.4191	56.5827
30.5499	7.5313	56.9759
30.8152	7.6476	57.3673
31.0827	7.7683	57.7568
31.3526	7.8937	58.1443
31.6249	8.0239	58.5297
31.8995	8.1593	58.9128
32.1765	8.3002	59.2934
32.4558	8.4469	59.6714
32.7377	8.5997	60.0466
33.0219	8.7590	60.4188
33.3086	8.9252	60.7878
33.5979	9.0987	61.1533
33.8896	9.2801	61.5151
34.1839	9.4697	61.8728
34.4807	9.6683	62.2262
34.7801	9.8764	62.5749
35.0821	10.0946	62.9185
35.3867	10.3237	63.2567
35.6939	10.5646	63.5888
36.0039	10.8180	63.9144
36.3165	11.0849	64.2330
36.6318	11.3665	64.5438
36.9499	11.6639	64.8462
37.2707	11.9784	65.1394
37.5944	12.3115	65.4224
37.9208	12.6648	65.6942
38.2501	13.0402	65.9538
38.5822	13.4396	66.1997
38.9172	13.8655	66.4306
39.2551	14.3204	66.6447
39.5960	14.8071	66.8401
39.9398	15.3292	67.0145
40.2866	15.8903	67.1654
40.6364	16.4949	67.2896
40.9892	17.1479	67.3837
41.3451	17.8551	67.4434
41.7041	18.6231	67.4638
42.0662	19.4597	67.4387
42.4315	20.3740	67.3609
42.7999	21.3763	67.2216
43.1716	22.4792	67.0099
43.5464	23.6972	66.7122
43.9245	25.0475	66.3116
44.3059	26.5504	65.7864
44.6906	28.2296	65.1088
45.0787	30.1132	64.2429
45.4701	32.2332	63.1409
45.8649	34.6259	61.7394
46.2632	37.3304	59.9530
46.6649	40.3848	57.6663
47.0701	43.8187	54.7231
47.4788	47.6378	50.9163
47.8910	51.7962	45.9818
48.3069	56.1542	39.6134
48.7263	60.4253	31.5229
49.1494	64.1438	21.5734
49.5762	66.7151	9.9668
50.0066	67.6042	-2.6341
50.4408	66.5969	-15.2182
50.8788	63.9253	-26.7807
51.3206	60.1331	-36.6727
51.7662	55.8139	-44.7053
52.2157	51.4275	-51.0228
52.6691	47.2538	-55.9153
53.1264	43.4275	-59.6885
53.5877	39.9908	-62.6048
54.0530	36.9362	-64.8695
54.5223	34.2329	-66.6375
54.9958	31.8419	-68.0231
55.4733	29.7240	-69.1109
55.9550	27.8425	-69.9638
56.4408	26.1652	-70.6290
56.9309	24.6643	-71.1423
57.4252	23.3157	-71.5314
57.9238	22.0994	-71.8175
58.4268	20.9980	-72.0177
58.9341	19.9970	-72.1454
59.4458	19.0841	-72.2114
59.9620	18.2487	-72.2245
60.4826	17.4818	-72.1919
61.0078	16.7757	-72.1197
61.5375	16.1238	-72.0127
62.0719	15.5201	-71.8754
62.6108	14.9599	-71.7111
63.1545	14.4388	-71.5229
