Freq	dB	Phase
200.0000	69.6947	162.1532
201.3306	69.8096	162.0156
202.6701	69.9242	161.8776
204.0186	70.0392	161.7418
205.3759	70.1541	161.5968
206.7423	70.2689	161.4472
208.1178	70.3834	161.3038
209.5025	70.4983	161.1630
210.8964	70.6132	161.0134
212.2995	70.7279	160.8588
213.7120	70.8423	160.7098
215.1339	70.9572	160.5630
216.5652	71.0720	160.4073
218.0060	71.1866	160.2460
219.4565	71.3009	160.0898
220.9166	71.4155	159.9354
222.3864	71.5300	159.7721
223.8660	71.6443	159.6040
225.3554	71.7584	159.4341
226.8547	71.8722	159.2621
228.3641	71.9857	159.0898
229.8834	72.0989	158.9241
231.4129	72.2124	158.7572
232.9525	72.3256	158.5821
234.5024	72.4385	158.4051
236.0626	72.5511	158.2274
237.6332	72.6634	158.0496
239.2142	72.7754	157.8718
240.8057	72.8871	157.6951
242.4079	72.9985	157.5272
244.0207	73.1103	157.3544
245.6442	73.2214	157.1760
247.2785	73.3324	157.0096
248.9237	73.4436	156.8372
250.5799	73.5541	156.6673
252.2470	73.6650	156.5069
253.9253	73.7758	156.3386
255.6147	73.8862	156.1801
257.3154	73.9972	156.0244
259.0273	74.1080	155.8640
260.7507	74.2189	155.7159
262.4855	74.3304	155.5641
264.2319	74.4417	155.4079
265.9899	74.5531	155.2595
267.7596	74.6649	155.1140
269.5411	74.7769	154.9699
271.3344	74.8893	154.8269
273.1396	75.0021	154.6848
274.9569	75.1153	154.5432
276.7862	75.2288	154.3947
278.6277	75.3423	154.2497
280.4815	75.4565	154.1122
282.3476	75.5712	153.9649
284.2261	75.6859	153.8086
286.1172	75.8005	153.6597
288.0208	75.9158	153.5179
289.9370	76.0316	153.3656
291.8660	76.1474	153.2100
293.8079	76.2634	153.0585
295.7627	76.3799	152.9036
297.7304	76.4965	152.7408
299.7113	76.6131	152.5785
301.7054	76.7300	152.4157
303.7127	76.8468	152.2494
305.7333	76.9638	152.0936
307.7674	77.0815	151.9288
309.8151	77.1988	151.7544
311.8764	77.3162	151.5912
313.9513	77.4339	151.4328
316.0401	77.5522	151.2705
318.1428	77.6705	151.1081
320.2595	77.7893	150.9514
322.3902	77.9085	150.7919
324.5352	78.0281	150.6356
326.6944	78.1483	150.4833
328.8679	78.2692	150.3274
331.0560	78.3905	150.1702
333.2586	78.5124	150.0188
335.4758	78.6353	149.8703
337.7078	78.7590	149.7166
339.9546	78.8834	149.5592
342.2164	79.0085	149.4047
344.4933	79.1348	149.2501
346.7853	79.2619	149.0869
349.0925	79.3899	148.9173
351.4151	79.5185	148.7415
353.7531	79.6479	148.5626
356.1067	79.7781	148.3818
358.4760	79.9093	148.1906
360.8610	80.0410	147.9872
363.2619	80.1733	147.7748
365.6788	80.3060	147.5535
368.1117	80.4391	147.3232
370.5608	80.5725	147.0838
373.0263	80.7062	146.8353
375.5081	80.8400	146.5781
378.0064	80.9739	146.3117
380.5214	81.1079	146.0422
383.0531	81.2422	145.7651
385.6016	81.3765	145.4713
388.1671	81.5105	145.1706
390.7497	81.6444	144.8672
393.3494	81.7783	144.5579
395.9665	81.9121	144.2427
398.6009	82.0458	143.9226
401.2529	82.1796	143.5935
403.9225	82.3130	143.2568
406.6099	82.4462	142.9200
409.3152	82.5795	142.5876
412.0384	82.7132	142.2445
414.7798	82.8465	141.8894
417.5394	82.9797	141.5421
420.3174	83.1134	141.1896
423.1139	83.2470	140.8296
425.9289	83.3810	140.4688
428.7627	83.5151	140.1002
431.6154	83.6493	139.7349
434.4870	83.7843	139.3634
437.3778	83.9194	138.9761
440.2877	84.0547	138.5887
443.2171	84.1904	138.2002
446.1659	84.3267	137.8010
449.1343	84.4633	137.3902
452.1225	84.6002	136.9739
455.1306	84.7376	136.5463
458.1587	84.8751	136.1031
461.2069	85.0127	135.6494
464.2754	85.1504	135.1892
467.3643	85.2884	134.7100
470.4738	85.4260	134.2180
473.6040	85.5637	133.7213
476.7550	85.7014	133.2010
479.9269	85.8384	132.6666
483.1200	85.9752	132.1231
486.3343	86.1115	131.5615
489.5700	86.2471	130.9851
492.8272	86.3820	130.3953
496.1061	86.5161	129.7922
499.4068	86.6494	129.1765
502.7295	86.7817	128.5489
506.0742	86.9130	127.9098
509.4413	87.0433	127.2597
512.8307	87.1725	126.5992
516.2427	87.3007	125.9288
519.6773	87.4277	125.2489
523.1349	87.5537	124.5603
526.6154	87.6786	123.8625
530.1191	87.8023	123.1522
533.6461	87.9247	122.4376
537.1965	88.0462	121.7176
540.7706	88.1666	120.9838
544.3685	88.2857	120.2425
547.9903	88.4037	119.4918
551.6362	88.5204	118.7307
555.3064	88.6358	117.9635
559.0009	88.7501	117.1887
562.7201	88.8631	116.4021
566.4640	88.9747	115.6048
570.2328	89.0848	114.8007
574.0267	89.1936	113.9860
577.8458	89.3009	113.1596
581.6904	89.4065	112.3250
585.5605	89.5105	111.4838
589.4563	89.6130	110.6352
593.3781	89.7138	109.7728
597.3260	89.8127	108.8985
601.3001	89.9097	108.0195
605.3007	90.0049	107.1319
609.3279	90.0979	106.2365
613.3819	90.1891	105.3336
617.4629	90.2781	104.4201
621.5710	90.3648	103.5001
625.7064	90.4493	102.5780
