Freq	dB	Phase
20.0000	50.1748	170.1154
20.1912	50.3394	170.0070
20.3842	50.5041	169.8985
20.5790	50.6688	169.7884
20.7757	50.8336	169.6758
20.9743	50.9982	169.5626
21.1748	51.1629	169.4497
21.3772	51.3276	169.3360
21.5815	51.4923	169.2199
21.7878	51.6569	169.1029
21.9960	51.8216	168.9853
22.2063	51.9863	168.8668
22.4185	52.1510	168.7466
22.6328	52.3156	168.6250
22.8492	52.4804	168.5040
23.0676	52.6451	168.3812
23.2881	52.8098	168.2566
23.5107	52.9745	168.1310
23.7354	53.1392	168.0043
23.9622	53.3038	167.8762
24.1913	53.4685	167.7477
24.4225	53.6332	167.6173
24.6560	53.7979	167.4859
24.8916	53.9625	167.3542
25.1296	54.1273	167.2207
25.3698	54.2920	167.0866
25.6123	54.4567	166.9506
25.8571	54.6214	166.8127
26.1042	54.7860	166.6749
26.3537	54.9507	166.5353
26.6056	55.1154	166.3943
26.8599	55.2801	166.2522
27.1167	55.4448	166.1087
27.3759	55.6094	165.9650
27.6375	55.7741	165.8194
27.9017	55.9388	165.6718
28.1684	56.1035	165.5233
28.4377	56.2682	165.3739
28.7095	56.4329	165.2230
28.9839	56.5976	165.0700
29.2609	56.7622	164.9156
29.5406	56.9268	164.7597
29.8230	57.0913	164.6029
30.1080	57.2559	164.4456
30.3958	57.4204	164.2861
30.6864	57.5849	164.1255
30.9797	57.7494	163.9641
31.2758	57.9138	163.8014
31.5747	58.0781	163.6377
31.8765	58.2425	163.4728
32.1812	58.4068	163.3070
32.4888	58.5711	163.1401
32.7994	58.7354	162.9724
33.1129	58.8996	162.8044
33.4294	59.0638	162.6357
33.7489	59.2280	162.4660
34.0715	59.3922	162.2953
34.3972	59.5564	162.1248
34.7260	59.7206	161.9546
35.0579	59.8848	161.7835
35.3930	60.0491	161.6119
35.7313	60.2134	161.4407
36.0728	60.3778	161.2693
36.4176	60.5422	161.0979
36.7657	60.7068	160.9269
37.1171	60.8715	160.7557
37.4719	61.0363	160.5849
37.8301	61.2013	160.4147
38.1917	61.3665	160.2448
38.5567	61.5319	160.0751
38.9253	61.6976	159.9065
39.2973	61.8636	159.7381
39.6730	62.0298	159.5700
40.0522	62.1964	159.4034
40.4350	62.3634	159.2369
40.8215	62.5309	159.0709
41.2117	62.6988	158.9056
41.6056	62.8672	158.7403
42.0033	63.0362	158.5754
42.4048	63.2058	158.4111
42.8101	63.3760	158.2465
43.2193	63.5469	158.0816
43.6324	63.7185	157.9163
44.0495	63.8909	157.7505
44.4705	64.0641	157.5833
44.8956	64.2382	157.4148
45.3247	64.4131	157.2449
45.7579	64.5890	157.0727
46.1953	64.7658	156.8982
46.6368	64.9436	156.7204
47.0826	65.1223	156.5390
47.5327	65.3021	156.3545
47.9870	65.4830	156.1656
48.4457	65.6649	155.9715
48.9087	65.8479	155.7717
49.3762	66.0320	155.5654
49.8482	66.2172	155.3529
50.3247	66.4034	155.1333
50.8057	66.5907	154.9056
51.2913	66.7790	154.6692
51.7816	66.9684	154.4235
52.2765	67.1587	154.1681
52.7762	67.3501	153.9022
53.2807	67.5423	153.6254
53.7899	67.7354	153.3369
54.3041	67.9294	153.0362
54.8231	68.1242	152.7223
55.3472	68.3196	152.3951
55.8762	68.5157	152.0543
56.4103	68.7124	151.6987
56.9495	68.9097	151.3283
57.4938	69.1073	150.9422
58.0434	69.3053	150.5403
58.5982	69.5035	150.1223
59.1583	69.7019	149.6876
59.7237	69.9003	149.2358
60.2946	70.0988	148.7668
60.8709	70.2971	148.2806
61.4527	70.4951	147.7766
62.0401	70.6928	147.2547
62.6331	70.8901	146.7149
63.2318	71.0868	146.1572
63.8362	71.2828	145.5817
64.4464	71.4781	144.9883
65.0624	71.6725	144.3771
65.6843	71.8659	143.7481
66.3121	72.0582	143.1014
66.9460	72.2494	142.4376
67.5859	72.4392	141.7571
68.2319	72.6276	141.0597
68.8841	72.8145	140.3463
69.5425	72.9999	139.6171
70.2072	73.1835	138.8725
70.8783	73.3654	138.1131
71.5558	73.5455	137.3400
72.2397	73.7237	136.5532
72.9302	73.8999	135.7531
73.6273	74.0742	134.9409
74.3311	74.2463	134.1172
75.0416	74.4164	133.2826
75.7588	74.5844	132.4372
76.4830	74.7502	131.5820
77.2140	74.9138	130.7176
77.9521	75.0752	129.8446
78.6972	75.2343	128.9637
79.4494	75.3913	128.0753
80.2088	75.5460	127.1799
80.9755	75.6985	126.2781
81.7495	75.8487	125.3707
82.5308	75.9967	124.4579
83.3197	76.1425	123.5402
84.1161	76.2860	122.6182
84.9201	76.4274	121.6924
85.7318	76.5666	120.7630
86.5513	76.7036	119.8307
87.3786	76.8385	118.8959
88.2138	76.9713	117.9588
89.0570	77.1020	117.0199
89.9082	77.2307	116.0794
90.7676	77.3573	115.1376
91.6352	77.4820	114.1951
92.5111	77.6047	113.2519
93.3953	77.7255	112.3083
94.2880	77.8444	111.3642
95.1893	77.9615	110.4202
96.0991	78.0768	109.4762
97.0177	78.1904	108.5322
97.9450	78.3023	107.5882
98.8812	78.4125	106.6441
99.8264	78.5210	105.7000
100.7806	78.6279	104.7559
101.7439	78.7332	103.8114
102.7164	78.8369	102.8665
103.6982	78.9390	101.9210
104.6894	79.0395	100.9748
105.6900	79.1385	100.0276
106.7003	79.2359	99.0794
107.7202	79.3317	98.1303
108.7498	79.4260	97.1799
109.7893	79.5186	96.2282
110.8387	79.6096	95.2754
111.8981	79.6990	94.3211
112.9677	79.7867	93.3655
114.0475	79.8728	92.4087
115.1376	79.9571	91.4506
116.2381	80.0398	90.4911
117.3492	80.1207	89.5306
118.4708	80.1999	88.5689
119.6032	80.2773	87.6061
120.7465	80.3529	86.6424
121.9006	80.4266	85.6779
123.0658	80.4986	84.7128
124.2421	80.5686	83.7471
125.4296	80.6367	82.7810
126.6286	80.7030	81.8146
127.8389	80.7672	80.8484
129.0609	80.8295	79.8823
130.2945	80.8898	78.9166
131.5399	80.9481	77.9517
132.7972	81.0043	76.9878
134.0665	81.0585	76.0251
135.3480	81.1106	75.0641
136.6417	81.1605	74.1051
137.9478	81.2084	73.1486
139.2663	81.2541	72.1950
140.5975	81.2976	71.2447
141.9414	81.3390	70.2983
143.2981	81.3783	69.3562
144.6678	81.4154	68.4189
146.0506	81.4503	67.4871
147.4466	81.4832	66.5612
148.8560	81.5140	65.6417
150.2788	81.5427	64.7291
151.7152	81.5693	63.8241
153.1654	81.5940	62.9269
154.6294	81.6167	62.0381
156.1074	81.6374	61.1581
157.5996	81.6564	60.2874
159.1060	81.6735	59.4262
160.6268	81.6888	58.5749
162.1621	81.7024	57.7339
163.7121	81.7144	56.9035
165.2770	81.7247	56.0841
166.8567	81.7336	55.2758
168.4516	81.7409	54.4789
170.0618	81.7469	53.6937
171.6873	81.7515	52.9202
173.3283	81.7549	52.1588
174.9851	81.7571	51.4096
176.6577	81.7581	50.6726
178.3462	81.7581	49.9479
180.0509	81.7571	49.2357
181.7719	81.7552	48.5358
183.5094	81.7525	47.8483
185.2634	81.7490	47.1731
187.0343	81.7448	46.5102
188.8220	81.7399	45.8594
190.6269	81.7345	45.2205
192.4489	81.7287	44.5934
194.2884	81.7223	43.9780
196.1455	81.7156	43.3738
198.0204	81.7086	42.7806
199.9131	81.7013	42.1982
201.8240	81.6938	41.6263
203.7531	81.6862	41.0644
205.7007	81.6784	40.5123
207.6668	81.6705	39.9696
209.6518	81.6626	39.4359
211.6557	81.6546	38.9108
213.6788	81.6466	38.3940
215.7213	81.6387	37.8852
217.7832	81.6307	37.3839
219.8649	81.6228	36.8897
221.9664	81.6150	36.4024
224.0881	81.6073	35.9217
226.2300	81.5996	35.4470
228.3924	81.5919	34.9782
230.5755	81.5844	34.5149
232.7794	81.5769	34.0569
235.0044	81.5695	33.6037
237.2507	81.5621	33.1552
239.5184	81.5547	32.7109
241.8078	81.5474	32.2708
244.1191	81.5400	31.8344
246.4525	81.5326	31.4018
248.8082	81.5252	30.9725
251.1864	81.5177	30.5465
253.5874	81.5101	30.1236
256.0113	81.5024	29.7036
258.4583	81.4945	29.2866
260.9288	81.4865	28.8724
263.4228	81.4782	28.4610
265.9407	81.4698	28.0524
268.4827	81.4610	27.6467
271.0490	81.4520	27.2438
273.6398	81.4427	26.8437
276.2553	81.4330	26.4467
278.8959	81.4230	26.0528
281.5617	81.4126	25.6622
284.2530	81.4018	25.2750
286.9700	81.3906	24.8912
289.7130	81.3790	24.5112
292.4822	81.3670	24.1350
295.2778	81.3546	23.7629
298.1002	81.3418	23.3949
300.9496	81.3285	23.0313
303.8262	81.3148	22.6723
306.7303	81.3006	22.3179
309.6621	81.2861	21.9683
312.6220	81.2711	21.6239
315.6102	81.2557	21.2846
318.6269	81.2399	20.9506
321.6725	81.2237	20.6221
324.7472	81.2072	20.2993
327.8512	81.1903	19.9824
330.9850	81.1730	19.6715
334.1487	81.1554	19.3668
337.3426	81.1374	19.0684
340.5671	81.1192	18.7767
343.8223	81.1007	18.4917
347.1087	81.0819	18.2136
350.4265	81.0630	17.9428
353.7761	81.0438	17.6792
357.1576	81.0245	17.4232
360.5715	81.0050	17.1749
364.0179	80.9855	16.9346
367.4974	80.9659	16.7026
371.0101	80.9462	16.4790
374.5563	80.9266	16.2642
378.1365	80.9071	16.0588
381.7509	80.8876	15.8632
385.3998	80.8682	15.6783
389.0836	80.8491	15.5053
392.8027	80.8301	15.3463
396.5572	80.8113	15.2045
400.3477	80.7928	15.0860
404.1744	80.7746	15.0058
408.0376	80.7568	15.2520
411.9378	80.7765	15.4972
415.8753	80.7972	15.4181
419.8504	80.8201	15.3160
423.8635	80.8478	15.2579
427.9150	80.8902	15.0899
432.0052	80.9342	14.5409
436.1344	80.9586	13.7556
440.3032	80.9673	12.9790
444.5118	80.9672	12.0426
448.7606	80.9390	10.8040
453.0501	80.8677	9.6324
457.3805	80.7727	8.8030
461.7523	80.6646	8.3161
466.1659	80.5589	8.1116
470.6218	80.4603	7.9042
475.1201	80.3514	7.6692
479.6615	80.2341	7.6673
484.2463	80.1209	7.9678
488.8750	80.0199	8.5502
493.5478	79.9416	9.3248
498.2654	79.8867	10.1874
503.0280	79.8579	11.0365
507.8361	79.8483	11.7730
512.6903	79.8526	12.4120
517.5908	79.8684	12.9643
522.5381	79.8924	13.4178
527.5327	79.9212	13.7850
532.5751	79.9526	14.1303
537.6657	79.9905	14.4757
542.8049	80.0351	14.7704
547.9933	80.0843	15.0135
553.2312	80.1388	15.2737
558.5192	80.2067	15.4151
563.8578	80.2748	15.1687
569.2474	80.3184	14.7662
574.6885	80.3501	14.5569
580.1816	80.3836	14.4156
585.7272	80.4137	14.2143
591.3258	80.4388	13.9981
596.9780	80.4591	13.7896
602.6841	80.4747	13.6118
608.4448	80.4875	13.4934
614.2606	80.5000	13.4801
620.1319	80.5194	13.5383
626.0594	80.5453	13.5168
632.0435	80.5672	13.4702
638.0849	80.5910	13.6057
644.1840	80.6315	13.8370
650.3413	80.6856	13.9873
656.5576	80.7499	14.0174
662.8332	80.8201	13.9101
669.1688	80.8934	13.6065
675.5650	80.9595	13.0683
682.0224	81.0102	12.4390
688.5414	81.0503	11.8288
695.1228	81.0819	11.2601
701.7670	81.1112	10.7138
708.4748	81.1383	10.0841
715.2467	81.1581	9.2922
722.0833	81.1629	8.2797
728.9853	81.1397	7.1078
735.9533	81.0851	5.8616
742.9878	80.9895	4.8007
750.0896	80.8721	4.2085
757.2592	80.7503	4.1140
764.4974	80.6435	4.5302
771.8048	80.5748	5.0262
779.1821	80.5184	5.2565
786.6298	80.4617	5.4027
794.1487	80.4031	5.6013
801.7395	80.3435	6.0170
809.4029	80.2979	6.7260
