Freq	dB	Phase
10.0000	67.7847	135.5355
10.0956	67.9294	135.3151
10.1921	68.0754	135.1117
10.2895	68.2229	134.9098
10.3879	68.3731	134.6159
10.4871	68.5144	134.3187
10.5874	68.6583	134.1741
10.6886	68.8127	133.9104
10.7908	68.9559	133.5132
10.8939	69.0938	133.3322
10.9980	69.2479	133.1097
11.1031	69.3919	132.7387
11.2093	69.5348	132.4480
11.3164	69.6787	132.1637
11.4246	69.8227	131.7872
11.5338	69.9559	131.5265
11.6440	70.1034	131.3140
11.7553	70.2460	130.9689
11.8677	70.3868	130.6738
11.9811	70.5302	130.3379
12.0957	70.6670	129.9789
12.2113	70.8031	129.7837
12.3280	70.9530	129.4608
12.4458	71.0866	129.0625
12.5648	71.2248	128.8308
12.6849	71.3673	128.5764
12.8061	71.5117	128.1948
12.9285	71.6451	127.8933
13.0521	71.7912	127.5967
13.1769	71.9269	127.2338
13.3028	72.0667	127.0225
13.4300	72.2159	126.6605
13.5583	72.3512	126.2216
13.6879	72.4869	125.9619
13.8188	72.6307	125.7210
13.9509	72.7772	125.3445
14.0842	72.9164	124.9081
14.2188	73.0518	124.6268
14.3547	73.1993	124.3214
14.4919	73.3404	123.9025
14.6305	73.4807	123.5348
14.7703	73.6221	123.1747
14.9115	73.7644	122.7337
15.0540	73.8981	122.3547
15.1979	74.0407	122.0091
15.3432	74.1790	121.6288
15.4898	74.3224	121.2270
15.6379	74.4600	120.7877
15.7874	74.5987	120.4008
15.9383	74.7386	120.0166
16.0906	74.8808	119.5535
16.2444	75.0151	119.1277
16.3997	75.1573	118.7153
16.5564	75.2942	118.2318
16.7147	75.4306	117.7955
16.8745	75.5682	117.3689
17.0358	75.7069	116.9353
17.1986	75.8468	116.4736
17.3630	75.9860	115.9330
17.5289	76.1181	115.4295
17.6965	76.2547	114.9980
17.8656	76.3939	114.4794
18.0364	76.5281	113.9341
18.2088	76.6634	113.3629
18.3829	76.7919	112.8117
18.5586	76.9246	112.2740
18.7360	77.0529	111.6800
18.9150	77.1791	111.1166
19.0958	77.3050	110.5678
19.2784	77.4308	110.0158
19.4626	77.5564	109.4533
19.6487	77.6814	108.8419
19.8365	77.8010	108.2644
20.0261	77.9248	107.6832
20.2175	78.0432	107.0671
20.4108	78.1621	106.4551
20.6058	78.2766	105.8507
20.8028	78.3925	105.2679
21.0016	78.5067	104.6538
21.2024	78.6185	104.0546
21.4050	78.7304	103.4769
21.6096	78.8424	102.9015
21.8162	78.9549	102.2795
22.0247	79.0620	101.6941
22.2353	79.1745	101.1111
22.4478	79.2822	100.4867
22.6624	79.3904	99.8873
22.8790	79.4972	99.2729
23.0977	79.6029	98.6804
23.3184	79.7101	98.0727
23.5413	79.8146	97.4511
23.7663	79.9194	96.8527
23.9935	80.0250	96.2162
24.2228	80.1269	95.5571
24.4544	80.2272	94.9252
24.6881	80.3275	94.3029
24.9241	80.4275	93.6764
25.1623	80.5273	93.0436
25.4028	80.6268	92.3704
25.6457	80.7217	91.6938
25.8908	80.8164	91.0535
26.1383	80.9112	90.4010
26.3881	81.0045	89.7193
26.6403	81.0946	89.0691
26.8950	81.1874	88.4163
27.1520	81.2769	87.7304
27.4116	81.3655	87.0492
27.6736	81.4519	86.3837
27.9381	81.5396	85.7097
28.2051	81.6245	84.9827
28.4747	81.7046	84.2917
28.7469	81.7866	83.6136
29.0217	81.8651	82.9158
29.2991	81.9428	82.2438
29.5791	82.0201	81.5712
29.8619	82.0965	80.8805
30.1473	82.1702	80.1959
30.4355	82.2436	79.5324
30.7264	82.3170	78.8530
31.0201	82.3879	78.1774
31.3166	82.4595	77.4907
31.6159	82.5274	76.7973
31.9181	82.5950	76.1339
32.2232	82.6628	75.4493
32.5312	82.7277	74.7531
32.8421	82.7915	74.0575
33.1561	82.8523	73.3810
33.4730	82.9142	72.7079
33.7929	82.9732	72.0174
34.1159	83.0310	71.3386
34.4420	83.0871	70.6740
34.7712	83.1433	70.0019
35.1036	83.1966	69.3301
35.4391	83.2495	68.6786
35.7779	83.3017	68.0231
36.1199	83.3525	67.3729
36.4651	83.4029	66.7188
36.8137	83.4513	66.0625
37.1655	83.4987	65.4194
37.5208	83.5454	64.7709
37.8794	83.5899	64.1338
38.2415	83.6348	63.4914
38.6070	83.6765	62.8510
38.9760	83.7182	62.2266
39.3486	83.7580	61.6017
39.7247	83.7972	60.9879
40.1044	83.8352	60.3772
40.4877	83.8721	59.7807
40.8747	83.9087	59.1917
41.2654	83.9444	58.6069
41.6599	83.9796	58.0354
42.0581	84.0148	57.4659
42.4601	84.0491	56.8994
42.8659	84.0831	56.3440
43.2757	84.1170	55.7869
43.6893	84.1499	55.2329
44.1069	84.1826	54.6879
44.5285	84.2151	54.1406
44.9541	84.2465	53.5977
45.3838	84.2777	53.0606
45.8176	84.3083	52.5232
46.2555	84.3381	51.9882
46.6977	84.3671	51.4635
47.1440	84.3961	50.9413
47.5947	84.4238	50.4239
48.0496	84.4515	49.9172
48.5089	84.4787	49.4104
48.9725	84.5052	48.9189
49.4406	84.5323	48.4322
49.9132	84.5584	47.9525
50.3903	84.5854	47.4838
50.8719	84.6123	47.0148
51.3582	84.6394	46.5504
51.8491	84.6664	46.0883
52.3447	84.6936	45.6297
52.8450	84.7208	45.1767
53.3501	84.7484	44.7254
53.8601	84.7759	44.2749
54.3749	84.8036	43.8273
54.8946	84.8313	43.3845
55.4193	84.8595	42.9460
55.9491	84.8879	42.5121
56.4838	84.9171	42.0852
57.0237	84.9473	41.6534
57.5688	84.9778	41.2143
58.1191	85.0086	40.7757
58.6746	85.0403	40.3280
59.2354	85.0717	39.8684
