Freq	Ohm	Deg
10.0000	6.5818	30.9787
10.0956	6.6187	31.5215
10.1921	6.6558	31.9956
10.2895	6.6931	32.4303
10.3879	6.7306	32.8376
10.4871	6.7683	33.2241
10.5874	6.8062	33.5940
10.6886	6.8444	33.9503
10.7908	6.8827	34.2952
10.8939	6.9213	34.6303
10.9980	6.9601	34.9570
11.1031	6.9991	35.2765
11.2093	7.0383	35.5897
11.3164	7.0778	35.8975
11.4246	7.1174	36.2007
11.5338	7.1573	36.5000
11.6440	7.1974	36.7963
11.7553	7.2378	37.0902
11.8677	7.2783	37.3826
11.9811	7.3191	37.6745
12.0957	7.3601	37.9673
12.2113	7.4014	38.2629
12.3280	7.4429	38.5662
12.4458	7.4846	38.9836
12.5648	7.5389	39.2778
12.6849	7.5806	39.4999
12.8061	7.6269	40.0641
12.9285	7.6994	40.3914
13.0521	7.7542	40.3233
13.1769	7.7959	40.4177
13.3028	7.8395	40.6836
13.4300	7.8886	40.7375
13.5583	7.9144	40.7446
13.6879	7.9360	41.2827
13.8188	7.9884	41.9609
13.9509	8.0497	42.2862
14.0842	8.1035	42.4884
14.2188	8.1558	42.6592
14.3547	8.1979	42.9404
14.4919	8.2503	43.2327
14.6305	8.2908	43.5955
14.7703	8.3466	44.1827
14.9115	8.4152	44.7445
15.0540	8.4984	44.9512
15.1979	8.5556	45.1454
15.3432	8.6298	45.4283
15.4898	8.6904	45.6001
15.6379	8.7545	45.8094
15.7874	8.8091	46.0462
15.9383	8.8686	46.3421
16.0906	8.9225	46.6961
16.2444	8.9837	47.2735
16.3997	9.0640	47.9469
16.5564	9.1643	48.3629
16.7147	9.2538	48.7418
16.8745	9.3658	49.0428
17.0358	9.4654	48.8144
17.1986	9.5212	48.7812
17.3630	9.5898	49.2089
17.5289	9.6721	49.4594
17.6965	9.7377	49.7038
17.8656	9.8124	50.2769
18.0364	9.9141	50.6691
18.2088	9.9997	50.7623
18.3829	10.0693	51.2253
18.5586	10.1740	51.7114
18.7360	10.2628	52.0264
18.9150	10.3598	52.5417
19.0958	10.4687	53.1326
19.2784	10.5974	53.4585
19.4626	10.6992	53.7966
19.6487	10.8225	54.4009
19.8365	10.9588	54.8529
20.0261	11.0928	55.3062
20.2175	11.2416	55.8153
20.4108	11.3991	56.2664
20.6058	11.5661	56.6463
20.8028	11.7361	56.8652
21.0016	11.8941	57.0068
21.2024	12.0435	57.2734
21.4050	12.1997	57.6169
21.6096	12.3551	58.0322
21.8162	12.5234	58.6192
22.0247	12.7161	59.3333
22.2353	12.9451	59.8863
22.4478	13.1757	60.2245
22.6624	13.4134	60.4561
22.8790	13.6409	60.6058
23.0977	13.8638	60.7451
23.3184	14.0719	61.0494
23.5413	14.3010	61.5208
23.7663	14.5395	62.0559
23.9935	14.8036	62.8095
24.2228	15.1200	63.5411
24.4544	15.4619	64.0728
24.6881	15.8244	64.5225
24.9241	16.2086	64.8807
25.1623	16.6077	65.0606
25.4028	17.0007	65.0563
25.6457	17.3704	65.1583
25.8908	17.7558	65.5346
26.1383	18.1771	65.9984
26.3881	18.6283	66.4975
26.6403	19.1204	67.2191
26.8950	19.7081	67.8494
27.1520	20.3277	68.2040
27.4116	20.9908	68.5055
27.6736	21.6986	68.6148
27.9381	22.4193	68.3778
28.2051	23.0893	68.3099
28.4747	23.8234	68.6426
28.7469	24.6261	69.0289
29.0217	25.5010	69.6649
29.2991	26.5363	70.6277
29.5791	27.7993	71.3362
29.8619	29.2014	71.5089
30.1473	30.7234	71.1951
30.4355	32.2774	70.7661
30.7264	33.9986	69.7838
31.0201	35.5386	68.7830
31.3166	37.2506	68.6438
31.6159	39.2016	68.9581
31.9181	41.6112	69.2001
32.2232	44.3209	69.5719
32.5312	47.7943	70.0594
32.8421	52.0103	69.4416
33.1561	56.7383	68.0971
33.4730	62.2899	66.3626
33.7929	68.7931	63.5396
34.1159	76.1249	58.2184
34.4420	82.7406	52.2913
34.7712	90.3730	46.2195
35.1036	97.8868	37.5587
35.4391	103.8853	27.2009
35.7779	107.8735	16.6634
36.1199	110.3627	5.2499
36.4651	109.6585	-7.3945
36.8137	105.6010	-19.1673
37.1655	99.5895	-29.0298
37.5208	92.6475	-36.3244
37.8794	86.5760	-42.6335
38.2415	80.1082	-49.0231
38.6070	73.6997	-54.0488
38.9760	67.8947	-58.1251
39.3486	62.5501	-62.5378
39.7247	57.0050	-66.3867
40.1044	51.9530	-68.3374
40.4877	47.7019	-69.4401
40.8747	43.9625	-70.4063
41.2654	40.6111	-70.6358
41.6599	37.8212	-69.7998
42.0581	35.6742	-68.7779
42.4601	33.9410	-68.9988
42.8659	32.1258	-69.4473
43.2757	30.5902	-69.5457
43.6893	29.1389	-70.6836
44.1069	27.5015	-71.8779
44.5285	25.8927	-71.4488
44.9541	24.6332	-70.5008
45.3838	23.4667	-69.9885
