Freq	dB	Phase
200.0000	74.1855	165.3142
201.3306	74.3126	165.0579
202.6701	74.4398	164.7999
204.0186	74.5669	164.5403
205.3759	74.6940	164.2790
206.7423	74.8212	164.0161
208.1178	74.9483	163.7516
209.5025	75.0754	163.4855
210.8964	75.2025	163.2179
212.2995	75.3297	162.9488
213.7120	75.4568	162.6783
215.1339	75.5839	162.4064
216.5652	75.7110	162.1333
218.0060	75.8382	161.8590
219.4565	75.9653	161.5837
220.9166	76.0924	161.3077
222.3864	76.2196	161.0311
223.8660	76.3467	160.7544
225.3554	76.4738	160.4780
226.8547	76.6009	160.2025
228.3641	76.7281	159.9292
229.8834	76.8552	159.6599
231.4129	76.9823	159.3988
232.9525	77.1094	159.2749
234.5024	77.2462	159.1561
236.0626	77.3835	158.9016
237.6332	77.5213	158.6309
239.2142	77.6595	158.3464
240.8057	77.7980	158.0504
242.4079	77.9369	157.7527
244.0207	78.0768	157.4355
245.6442	78.2163	157.0973
247.2785	78.3559	156.7605
248.9237	78.4960	156.4019
250.5799	78.6355	156.0316
252.2470	78.7753	155.6579
253.9253	78.9149	155.2597
255.6147	79.0537	154.8588
257.3154	79.1929	154.4464
259.0273	79.3312	154.0133
260.7507	79.4690	153.5814
262.4855	79.6068	153.1313
264.2319	79.7434	152.6621
265.9899	79.8792	152.1899
267.7596	80.0143	151.7096
269.5411	80.1485	151.2200
271.3344	80.2820	150.7213
273.1396	80.4146	150.2141
274.9569	80.5462	149.6991
276.7862	80.6769	149.1687
278.6277	80.8061	148.6353
280.4815	80.9346	148.1047
282.3476	81.0623	147.5583
284.2261	81.1885	146.9978
286.1172	81.3131	146.4424
288.0208	81.4371	145.8922
289.9370	81.5602	145.3288
291.8660	81.6818	144.7606
293.8079	81.8025	144.1964
295.7627	81.9223	143.6285
297.7304	82.0412	143.0525
299.7113	82.1587	142.4772
301.7054	82.2755	141.9022
303.7127	82.3911	141.3240
305.7333	82.5059	140.7560
307.7674	82.6204	140.1790
309.8151	82.7335	139.5924
311.8764	82.8458	139.0155
313.9513	82.9575	138.4420
316.0401	83.0687	137.8633
318.1428	83.1791	137.2826
320.2595	83.2889	136.7049
322.3902	83.3982	136.1226
324.5352	83.5067	135.5407
326.6944	83.6148	134.9598
328.8679	83.7224	134.3729
331.0560	83.8293	133.7821
333.2586	83.9356	133.1939
335.4758	84.0416	132.6058
337.7078	84.1470	132.0110
339.9546	84.2519	131.4113
342.2164	84.3561	130.8128
344.4933	84.4599	130.2131
346.7853	84.5633	129.6058
349.0925	84.6660	128.9930
351.4151	84.7680	128.3756
353.7531	84.8693	127.7563
356.1067	84.9701	127.1364
358.4760	85.0703	126.5096
360.8610	85.1698	125.8751
363.2619	85.2684	125.2356
365.6788	85.3662	124.5914
368.1117	85.4631	123.9427
370.5608	85.5591	123.2895
373.0263	85.6542	122.6319
375.5081	85.7482	121.9703
378.0064	85.8413	121.3044
380.5214	85.9333	120.6384
383.0531	86.0245	119.9691
385.6016	86.1146	119.2906
388.1671	86.2034	118.6096
390.7497	86.2911	117.9290
393.3494	86.3776	117.2468
395.9665	86.4631	116.5632
398.6009	86.5474	115.8790
401.2529	86.6307	115.1918
403.9225	86.7127	114.5027
406.6099	86.7935	113.8164
409.3152	86.8733	113.1357
412.0384	86.9523	112.4517
414.7798	87.0300	111.7639
417.5394	87.1066	111.0840
420.3174	87.1824	110.4047
423.1139	87.2572	109.7248
425.9289	87.3310	109.0487
428.7627	87.4040	108.3725
431.6154	87.4759	107.7027
434.4870	87.5474	107.0347
437.3778	87.6179	106.3638
440.2877	87.6875	105.6985
443.2171	87.7565	105.0386
446.1659	87.8250	104.3800
449.1343	87.8927	103.7226
452.1225	87.9599	103.0694
455.1306	88.0266	102.4180
458.1587	88.0928	101.7668
461.2069	88.1584	101.1184
464.2754	88.2236	100.4742
467.3643	88.2885	99.8286
470.4738	88.3528	99.1849
473.6040	88.4169	98.5464
476.7550	88.4808	97.9038
479.9269	88.5443	97.2612
483.1200	88.6075	96.6206
486.3343	88.6705	95.9772
489.5700	88.7332	95.3316
492.8272	88.7955	94.6838
496.1061	88.8575	94.0331
499.4068	88.9191	93.3791
502.7295	88.9803	92.7215
506.0742	89.0411	92.0597
509.4413	89.1015	91.3931
512.8307	89.1613	90.7213
516.2427	89.2205	90.0444
519.6773	89.2790	89.3618
523.1349	89.3369	88.6733
526.6154	89.3940	87.9784
530.1191	89.4502	87.2760
533.6461	89.5054	86.5693
537.1965	89.5598	85.8577
540.7706	89.6131	85.1378
544.3685	89.6652	84.4127
547.9903	89.7162	83.6818
551.6362	89.7660	82.9445
555.3064	89.8144	82.2033
559.0009	89.8615	81.4578
562.7201	89.9072	80.7064
566.4640	89.9515	79.9496
570.2328	89.9942	79.1894
574.0267	90.0353	78.4249
577.8458	90.0748	77.6558
581.6904	90.1126	76.8838
585.5605	90.1487	76.1098
589.4563	90.1830	75.3340
593.3781	90.2155	74.5547
597.3260	90.2461	73.7728
601.3001	90.2747	72.9913
605.3007	90.3014	72.2094
609.3279	90.3261	71.4278
613.3819	90.3488	70.6474
617.4629	90.3695	69.8680
621.5710	90.3880	69.0914
625.7064	90.4045	68.3191
629.8694	90.4189	67.5513
634.0601	90.4313	66.7885
638.2786	90.4417	66.0319
642.5252	90.4500	65.2827
646.8001	90.4564	64.5413
651.1034	90.4608	63.8087
655.4353	90.4634	63.0856
659.7961	90.4641	62.3730
664.1858	90.4631	61.6717
668.6048	90.4605	60.9817
673.0532	90.4562	60.3037
677.5312	90.4504	59.6387
682.0389	90.4432	58.9868
686.5767	90.4346	58.3483
691.1446	90.4248	57.7232
695.7430	90.4137	57.1124
700.3719	90.4015	56.5160
705.0316	90.3883	55.9342
709.7223	90.3742	55.3674
714.4443	90.3592	54.8159
719.1976	90.3435	54.2794
723.9826	90.3271	53.7582
728.7994	90.3101	53.2526
733.6483	90.2927	52.7628
738.5294	90.2749	52.2888
743.4430	90.2568	51.8299
748.3893	90.2385	51.3861
753.3685	90.2201	50.9579
758.3808	90.2017	50.5456
763.4265	90.1834	50.1486
768.5058	90.1653	49.7659
773.6188	90.1475	49.3979
778.7659	90.1300	49.0446
783.9472	90.1131	48.7045
789.1629	90.0966	48.3772
794.4134	90.0808	48.0631
799.6988	90.0656	47.7610
805.0194	90.0512	47.4695
810.3754	90.0376	47.1890
815.7670	90.0249	46.9189
821.1944	90.0130	46.6573
826.6580	90.0021	46.4043
832.1580	89.9921	46.1590
837.6945	89.9830	45.9203
843.2679	89.9749	45.6882
848.8783	89.9678	45.4617
854.5261	89.9617	45.2403
860.2114	89.9565	45.0237
865.9346	89.9523	44.8114
871.6959	89.9490	44.6029
877.4955	89.9468	44.3977
883.3336	89.9454	44.1955
889.2106	89.9450	43.9958
895.1268	89.9456	43.7981
901.0822	89.9470	43.6019
907.0773	89.9494	43.4069
913.1123	89.9526	43.2125
919.1875	89.9567	43.0186
925.3030	89.9616	42.8245
931.4593	89.9673	42.6297
937.6565	89.9737	42.4343
943.8949	89.9809	42.2379
950.1748	89.9889	42.0398
956.4966	89.9974	41.8395
962.8603	90.0066	41.6371
969.2665	90.0164	41.4324
975.7152	90.0267	41.2249
982.2069	90.0376	41.0143
988.7417	90.0488	40.8006
995.3200	90.0604	40.5841
1001.9420	90.0725	40.3640
1008.6080	90.0847	40.1403
1015.3190	90.0973	39.9136
1022.0740	90.1101	39.6835
1028.8740	90.1230	39.4499
1035.7190	90.1361	39.2133
1042.6100	90.1493	38.9738
1049.5470	90.1625	38.7315
1056.5300	90.1758	38.4862
1063.5590	90.1891	38.2381
1070.6350	90.2024	37.9874
1077.7580	90.2157	37.7340
