Freq	Ohm	Deg
200.0000	7.4831	15.6358
201.3306	7.5080	15.8870
202.6701	7.5331	16.0967
204.0186	7.5582	16.2821
205.3759	7.5834	16.4504
206.7423	7.6087	16.6056
208.1178	7.6341	16.7502
209.5025	7.6595	16.8860
210.8964	7.6851	17.0142
212.2995	7.7107	17.1359
213.7120	7.7364	17.2519
215.1339	7.7622	17.3630
216.5652	7.7881	17.4697
218.0060	7.8141	17.5727
219.4565	7.8401	17.6725
220.9166	7.8663	17.7697
222.3864	7.8925	17.8650
223.8660	7.9188	17.9590
225.3554	7.9452	18.0526
226.8547	7.9717	18.1472
228.3641	7.9983	18.2447
229.8834	8.0250	18.3489
231.4129	8.0517	18.4692
232.9525	8.0786	19.0357
234.5024	8.1363	19.2948
236.0626	8.1753	18.7504
237.6332	8.1913	19.0999
239.2142	8.2507	19.9104
240.8057	8.3221	18.8004
242.4079	8.3054	18.4056
244.0207	8.3516	18.8636
245.6442	8.3664	18.9863
247.2785	8.4189	19.3433
248.9237	8.4588	18.7537
250.5799	8.4702	18.7892
252.2470	8.5144	19.0105
253.9253	8.5434	18.5363
255.6147	8.5551	18.5730
257.3154	8.5883	18.7513
259.0273	8.6139	18.3957
260.7507	8.6218	18.3482
262.4855	8.6437	18.3615
264.2319	8.6496	18.6249
265.9899	8.6856	19.0337
267.7596	8.7159	18.7897
269.5411	8.7280	19.0693
271.3344	8.7729	19.5103
273.1396	8.8120	19.1157
274.9569	8.8223	19.1952
276.7862	8.8618	19.4216
278.6277	8.8807	19.8935
280.4815	8.9463	20.3693
282.3476	8.9934	19.8243
284.2261	9.0107	20.2932
286.1172	9.0870	20.9456
288.0208	9.1489	20.2612
289.9370	9.1690	20.3070
291.8660	9.2321	20.4399
293.8079	9.2571	20.8335
295.7627	9.3447	21.4030
297.7304	9.4102	20.7233
299.7113	9.4409	21.1252
301.7054	9.5368	21.6578
303.7127	9.6100	20.7958
305.7333	9.6371	21.1599
307.7674	9.7421	21.7775
309.8151	9.8236	20.7460
311.8764	9.8494	20.6815
313.9513	9.9327	20.7493
316.0401	9.9670	21.1299
318.1428	10.0847	21.6269
320.2595	10.1666	20.6133
322.3902	10.2053	20.9489
324.5352	10.3259	21.4208
326.6944	10.4175	20.2411
328.8679	10.4494	20.1815
331.0560	10.5521	20.0863
333.2586	10.5879	20.1525
335.4758	10.7086	20.6477
337.7078	10.8040	19.5498
339.9546	10.8415	19.7891
342.2164	10.9777	20.2703
344.4933	11.0813	18.9219
346.7853	11.1174	18.6198
349.0925	11.2203	18.4572
351.4151	11.2641	18.5721
353.7531	11.4009	18.8878
356.1067	11.5021	17.5972
358.4760	11.5445	17.5805
360.8610	11.6773	17.8645
363.2619	11.7835	16.4974
365.6788	11.8206	15.9869
368.1117	11.9181	15.5827
370.5608	11.9522	15.6215
373.0263	12.0907	15.7695
375.5081	12.1809	14.3653
378.0064	12.2205	14.1179
380.5214	12.3329	14.1258
383.0531	12.4226	12.8702
385.6016	12.4555	12.2697
388.1671	12.5345	12.4915
390.7497	12.6442	11.5044
393.3494	12.6741	10.6401
395.9665	12.7515	10.0178
398.6009	12.7732	9.6157
401.2529	12.8650	9.4693
403.9225	12.9315	8.2465
406.6099	12.9538	7.6447
409.3152	13.0211	7.1952
412.0384	13.0619	6.0793
414.7798	13.0755	5.3645
417.5394	13.1074	4.7458
420.3174	13.1212	4.0874
423.1139	13.1487	3.3813
425.9289	13.1533	2.5934
428.7627	13.1626	1.9681
431.6154	13.1672	1.1812
434.4870	13.1579	0.5622
437.3778	13.1626	-0.1765
440.2877	13.1395	-0.8324
443.2171	13.1395	-1.4864
446.1659	13.1120	-2.3407
449.1343	13.0846	-2.8221
452.1225	13.0710	-3.6259
455.1306	13.0211	-4.4938
458.1587	12.9761	-4.6923
461.2069	12.9672	-5.4138
464.2754	12.9048	-6.0684
467.3643	12.8871	-6.7998
470.4738	12.8080	-7.7093
473.6040	12.7515	-7.7991
476.7550	12.7213	-8.6355
479.9269	12.6314	-9.4160
483.1200	12.5722	-9.3889
486.3343	12.5387	-10.2638
489.5700	12.4390	-11.1925
492.8272	12.3572	-10.9568
496.1061	12.3288	-11.4430
499.4068	12.2404	-11.8455
502.7295	12.2165	-12.6000
506.0742	12.0985	-13.6665
509.4413	12.0095	-13.2592
512.8307	11.9751	-13.9945
516.2427	11.8504	-14.8489
519.6773	11.7650	-14.1787
523.1349	11.7393	-14.5025
526.6154	11.6519	-14.8797
530.1191	11.6231	-15.6685
533.6461	11.4951	-16.6334
537.1965	11.4043	-15.8990
540.7706	11.3767	-16.4366
544.3685	11.2607	-17.2799
547.9903	11.1769	-16.5761
551.6362	11.1504	-16.8501
555.3064	11.0617	-17.1351
559.0009	11.0325	-17.6379
562.7201	10.9235	-18.4920
566.4640	10.8383	-17.7842
570.2328	10.8165	-18.3908
574.0267	10.6964	-19.2472
577.8458	10.6148	-18.2944
581.6904	10.5968	-18.5723
585.5605	10.5049	-18.8699
589.4563	10.4786	-19.4029
593.3781	10.3601	-20.2206
597.3260	10.2779	-19.3111
601.3001	10.2526	-19.6194
605.3007	10.1556	-20.3138
609.3279	10.0820	-19.6648
613.3819	10.0523	-20.1755
617.4629	9.9459	-20.8462
621.5710	9.8675	-19.8007
625.7064	9.8545	-19.8682
629.8694	9.7750	-20.0519
634.0601	9.7548	-20.4066
638.2786	9.6569	-21.0968
642.5252	9.5879	-20.2176
646.8001	9.5684	-20.5967
651.1034	9.4743	-21.2341
655.4353	9.4078	-20.3569
659.7961	9.3867	-20.3909
664.1858	9.3191	-20.4437
668.6048	9.2984	-20.8038
673.0532	9.2095	-21.4838
677.5312	9.1400	-20.6304
682.0389	9.1200	-20.7683
686.5767	9.0410	-21.3522
691.1446	8.9762	-20.5269
695.7430	8.9591	-20.5353
700.3719	8.8912	-20.4661
705.0316	8.8786	-20.5470
709.7223	8.8058	-21.0303
714.4443	8.7565	-20.2565
719.1976	8.7402	-20.0322
723.9826	8.7078	-21.0339
728.7994	8.6199	-20.8053
733.6483	8.6060	-20.5426
738.5294	8.5376	-21.1418
743.4430	8.4778	-20.3061
748.3893	8.4664	-20.1576
753.3685	8.4133	-20.2394
758.3808	8.3945	-20.4430
763.4265	8.3275	-20.9347
768.5058	8.2725	-20.1765
773.6188	8.2561	-20.2625
778.7659	8.1913	-20.6230
783.9472	8.1451	-19.8620
789.1629	8.1275	-19.8107
794.4134	8.0786	-19.6939
799.6988	8.0647	-19.8204
805.0194	8.0045	-20.2765
810.3754	7.9554	-19.4837
815.7670	7.9436	-19.4624
821.1944	7.8902	-19.9320
826.6580	7.8408	-19.2443
832.1580	7.8261	-19.0331
837.6945	7.7823	-18.8261
843.2679	7.7743	-18.9079
848.8783	7.7199	-19.2906
854.5261	7.6805	-18.4961
860.2114	7.6711	-18.5439
865.9346	7.6213	-18.8749
