Freq	dB	Phase
20.0000	69.2000	141.5357
20.2000	69.3300	141.3380
20.3000	69.4700	141.0852
20.5000	69.6000	140.0607
20.7000	69.7400	139.7922
20.9000	69.8700	139.6026
21.1000	70.0100	140.1674
21.2000	70.1400	139.8153
21.4000	70.2700	138.8475
21.6000	70.4100	138.5272
21.8000	70.5400	138.1558
22.0000	70.6700	137.8927
22.2000	70.8000	137.6508
22.4000	70.9300	137.5068
22.6000	71.0700	137.2712
22.8000	71.2000	136.9388
23.0000	71.3300	136.6963
23.2000	71.4600	136.4577
23.4000	71.5900	136.2188
23.6000	71.7200	135.9772
23.8000	71.8500	135.7308
24.0000	71.9800	135.4772
24.2000	72.1100	135.2133
24.4000	72.2400	134.9349
24.6000	72.3700	134.6333
24.8000	72.5000	134.2015
25.0000	72.6200	133.3801
25.3000	72.7500	133.1774
25.5000	72.8800	133.4596
25.7000	73.0100	133.0925
25.9000	73.1300	132.7674
26.1000	73.2600	131.9924
26.4000	73.3900	131.5859
26.6000	73.5100	131.8040
26.8000	73.6400	130.9616
27.1000	73.7600	130.6480
27.3000	73.8900	130.8795
27.5000	74.0100	130.0051
27.8000	74.1400	129.6485
28.0000	74.2600	129.3191
28.3000	74.3900	128.9862
28.5000	74.5100	128.5744
28.8000	74.6300	128.2536
29.0000	74.7500	128.0377
29.3000	74.8800	127.7144
29.5000	75.0000	127.2933
29.8000	75.1200	126.9514
30.0000	75.2400	126.6133
30.3000	75.3600	126.2564
30.5000	75.4800	125.8827
30.8000	75.6000	125.1103
31.1000	75.7200	124.7584
31.4000	75.8400	124.8229
31.6000	75.9600	124.3730
31.9000	76.0700	123.6133
32.2000	76.1900	123.3534
32.5000	76.3100	123.4291
32.7000	76.4300	122.9554
33.0000	76.5400	122.1420
33.3000	76.6600	121.7340
33.6000	76.7700	121.3492
33.9000	76.8900	120.9740
34.2000	77.0000	120.6019
34.5000	77.1200	120.2267
34.8000	77.2300	119.7594
35.1000	77.3400	119.3893
35.4000	77.4500	119.1154
35.7000	77.5700	118.7369
36.0000	77.6800	118.2475
36.3000	77.7900	117.8406
36.6000	77.9000	117.4175
36.9000	78.0100	116.6866
