Freq	Ohm	Deg
20.0000	3.5496	24.1385
20.1912	3.5561	24.5020
20.3842	3.5723	24.8808
20.5790	3.5822	25.0058
20.7757	3.5902	25.2830
20.9743	3.6003	25.5908
21.1748	3.6102	25.8457
21.3772	3.6198	26.0711
21.5815	3.6279	26.2918
21.7878	3.6355	26.5869
21.9960	3.6451	26.8891
22.2063	3.6542	27.1614
22.4185	3.6639	27.4544
22.6328	3.6742	27.7143
22.8492	3.6834	27.9833
23.0676	3.6937	28.2808
23.2881	3.7044	28.5295
23.5107	3.7136	28.7957
23.7354	3.7241	29.0869
23.9623	3.7342	29.3838
24.1913	3.7457	29.6836
24.4225	3.7570	29.9525
24.6560	3.7679	30.2377
24.8916	3.7795	30.5569
25.1296	3.7926	30.8106
25.3698	3.8028	31.0725
25.6123	3.8148	31.3949
25.8571	3.8269	31.7146
26.1042	3.8403	32.0343
26.3537	3.8536	32.3485
26.6056	3.8681	32.6614
26.8599	3.8825	32.9505
27.1167	3.8968	33.2401
27.3759	3.9110	33.5958
27.6375	3.9288	33.9104
27.9017	3.9446	34.1312
28.1684	3.9591	34.3651
28.4377	3.9724	34.6671
28.7095	3.9878	34.9987
28.9839	4.0029	35.3365
29.2609	4.0202	35.6882
29.5406	4.0385	35.9355
29.8230	4.0531	36.1374
30.1080	4.0656	36.5010
30.3958	4.0829	36.9802
30.6864	4.1040	37.3765
30.9797	4.1254	37.6212
31.2758	4.1426	37.8784
31.5747	4.1613	38.1674
31.8765	4.1774	38.4063
32.1812	4.1906	38.8286
32.4888	4.2104	39.4345
32.7994	4.2374	39.8512
33.1129	4.2599	40.1228
33.4294	4.2814	40.5001
33.7489	4.3042	40.9715
34.0715	4.3305	41.7235
34.3972	4.3763	42.0801
34.7260	4.4034	42.1455
35.0579	4.4346	42.4489
35.3930	4.4633	42.6282
35.7313	4.4878	42.9353
36.0728	4.5176	43.3077
36.4176	4.5469	43.6112
36.7657	4.5771	43.8979
37.1171	4.6068	43.8934
37.4719	4.6172	44.2800
37.8301	4.6503	44.9646
38.1917	4.6816	45.3559
38.5567	4.7156	45.7528
38.9253	4.7491	46.1084
39.2973	4.7829	46.4897
39.6730	4.8179	46.8918
40.0522	4.8543	47.3077
40.4350	4.8927	47.7067
40.8215	4.9314	48.1068
41.2117	4.9722	48.5374
41.6056	5.0160	48.8764
42.0033	5.0556	49.2105
42.4048	5.0977	49.6573
42.8101	5.1436	50.0589
43.2193	5.1885	50.4039
43.6324	5.2329	50.8319
44.0495	5.2820	51.2863
44.4705	5.3321	51.7070
44.8956	5.3841	52.1640
45.3247	5.4400	52.6580
45.7579	5.5013	53.0922
46.1953	5.5634	53.3352
46.6369	5.6172	53.6526
47.0826	5.6779	54.1385
47.5327	5.7436	54.4744
47.9870	5.8042	54.7652
48.4457	5.8664	55.1881
48.9087	5.9342	55.5998
49.3762	6.0024	55.9092
49.8482	6.0671	56.3117
50.3247	6.1395	56.9429
50.8057	6.2293	57.2506
51.2913	6.3003	57.3146
51.7816	6.3684	57.6700
52.2765	6.4426	58.1376
52.7762	6.5215	58.5384
53.2807	6.5987	58.9441
53.7899	6.6795	59.4865
54.3041	6.7702	60.0166
54.8231	6.8626	60.3980
55.3472	6.9490	61.0134
55.8762	7.0592	61.7151
56.4103	7.1723	62.1253
56.9495	7.2813	62.5407
57.4938	7.3946	63.0598
58.0434	7.5138	63.6027
58.5982	7.6387	64.1361
59.1583	7.7675	64.6652
59.7237	7.8996	65.3493
60.2946	8.0509	66.1019
60.8709	8.2122	66.7919
61.4528	8.3865	67.5540
62.0401	8.5830	68.1905
62.6331	8.7827	68.5764
63.2318	8.9784	69.0161
63.8362	9.1857	69.6134
64.4464	9.4091	70.2360
65.0624	9.6485	70.7546
65.6843	9.8915	71.2765
66.3121	10.1521	71.9183
66.9460	10.4334	72.5743
67.5859	10.7354	73.2768
68.2319	11.0685	73.9925
68.8841	11.4310	74.5479
69.5425	11.8075	74.9827
70.2072	12.2003	75.4945
70.8783	12.6239	76.1222
71.5558	13.0873	76.7704
72.2397	13.5905	77.3846
72.9302	14.1340	78.0613
