Freq	dB	Phase
20.0000	68.3932	121.2908
20.1737	68.5126	121.1133
20.3488	68.6319	120.9226
20.5255	68.7509	120.7212
20.7037	68.8696	120.5129
20.8835	68.9878	120.3003
21.0648	69.1057	120.0825
21.2477	69.2232	119.8601
21.4322	69.3405	119.6342
21.6183	69.4573	119.4035
21.8060	69.5737	119.1687
21.9954	69.6897	118.9302
22.1864	69.8053	118.6904
22.3790	69.9206	118.4481
22.5733	70.0355	118.2007
22.7693	70.1500	117.9500
22.9670	70.2642	117.6970
23.1665	70.3779	117.4411
23.3676	70.4912	117.1835
23.5705	70.6042	116.9233
23.7752	70.7168	116.6599
23.9816	70.8290	116.3934
24.1899	70.9408	116.1251
24.3999	71.0522	115.8538
24.6118	71.1631	115.5812
24.8255	71.2738	115.3066
25.0410	71.3839	115.0282
25.2585	71.4937	114.7491
25.4778	71.6031	114.4683
25.6990	71.7122	114.1845
25.9221	71.8208	113.8980
26.1472	71.9290	113.6094
26.3743	72.0367	113.3199
26.6033	72.1441	113.0294
26.8343	72.2511	112.7359
27.0673	72.3577	112.4401
27.3023	72.4638	112.1436
27.5393	72.5696	111.8448
27.7785	72.6749	111.5443
28.0197	72.7799	111.2415
28.2630	72.8844	110.9367
28.5084	72.9885	110.6325
28.7559	73.0922	110.3250
29.0056	73.1955	110.0152
29.2575	73.2983	109.7064
29.5115	73.4008	109.3954
29.7677	73.5029	109.0811
30.0262	73.6045	108.7662
30.2869	73.7057	108.4499
30.5499	73.8065	108.1318
30.8152	73.9068	107.8139
31.0827	74.0068	107.4942
31.3526	74.1063	107.1718
31.6249	74.2055	106.8487
31.8995	74.3041	106.5254
32.1765	74.4024	106.2010
32.4558	74.5003	105.8739
32.7377	74.5978	105.5454
33.0219	74.6947	105.2171
33.3086	74.7914	104.8874
33.5979	74.8876	104.5561
33.8896	74.9834	104.2233
34.1839	75.0787	103.8894
34.4807	75.1736	103.5552
34.7801	75.2681	103.2205
35.0821	75.3622	102.8842
35.3867	75.4558	102.5465
35.6939	75.5490	102.2076
36.0039	75.6418	101.8687
36.3165	75.7343	101.5288
36.6318	75.8262	101.1863
36.9499	75.9177	100.8448
37.2707	76.0089	100.5020
37.5944	76.0996	100.1578
37.9208	76.1899	99.8132
38.2500	76.2797	99.4665
38.5822	76.3691	99.1212
38.9172	76.4582	98.7748
39.2551	76.5468	98.4263
39.5960	76.6349	98.0777
39.9398	76.7227	97.7282
40.2866	76.8100	97.3776
40.6364	76.8969	97.0269
40.9892	76.9834	96.6758
41.3451	77.0695	96.3230
41.7041	77.1551	95.9698
42.0662	77.2403	95.6165
42.4315	77.3251	95.2631
42.7999	77.4095	94.9090
43.1716	77.4935	94.5525
43.5464	77.5770	94.1959
43.9245	77.6601	93.8406
44.3059	77.7428	93.4837
44.6906	77.8251	93.1252
45.0787	77.9069	92.7674
45.4701	77.9884	92.4088
45.8649	78.0694	92.0496
46.2632	78.1500	91.6902
46.6649	78.2302	91.3297
47.0700	78.3099	90.9689
47.4788	78.3892	90.6082
47.8910	78.4681	90.2474
48.3069	78.5467	89.8851
48.7263	78.6247	89.5224
49.1494	78.7024	89.1601
49.5762	78.7796	88.7979
50.0066	78.8565	88.4341
50.4408	78.9328	88.0696
50.8788	79.0088	87.7059
51.3206	79.0844	87.3412
51.7662	79.1595	86.9768
52.2157	79.2342	86.6123
52.6691	79.3086	86.2469
53.1264	79.3824	85.8807
53.5877	79.4559	85.5141
54.0530	79.5289	85.1479
54.5223	79.6015	84.7821
54.9957	79.6737	84.4156
55.4733	79.7455	84.0484
55.9549	79.8168	83.6819
56.4408	79.8878	83.3141
56.9309	79.9583	82.9462
57.4252	80.0284	82.5791
57.9238	80.0981	82.2118
58.4268	80.1674	81.8435
58.9341	80.2362	81.4749
59.4458	80.3046	81.1070
59.9620	80.3726	80.7392
60.4826	80.4402	80.3709
61.0078	80.5074	80.0017
61.5375	80.5741	79.6332
62.0719	80.6405	79.2646
62.6108	80.7064	78.8958
63.1545	80.7718	78.5275
63.7029	80.8369	78.1592
64.2560	80.9016	77.7902
64.8139	80.9659	77.4208
65.3767	81.0296	77.0514
65.9444	81.0930	76.6830
66.5170	81.1560	76.3149
67.0945	81.2185	75.9461
67.6771	81.2807	75.5770
68.2647	81.3423	75.2086
68.8575	81.4036	74.8408
69.4554	81.4645	74.4724
70.0585	81.5250	74.1036
70.6668	81.5850	73.7355
71.2804	81.6446	73.3679
71.8993	81.7038	72.9995
72.5236	81.7625	72.6320
73.1533	81.8208	72.2659
73.7885	81.8788	71.8981
74.4292	81.9363	71.5306
75.0755	81.9934	71.1643
75.7274	82.0501	70.7974
76.3849	82.1063	70.4316
77.0481	82.1622	70.0653
77.7171	82.2176	69.6988
78.3920	82.2725	69.3337
79.0726	82.3271	68.9691
79.7592	82.3813	68.6049
80.4518	82.4350	68.2405
81.1503	82.4884	67.8758
81.8550	82.5413	67.5119
82.5657	82.5938	67.1488
83.2826	82.6458	66.7853
84.0058	82.6975	66.4236
84.7352	82.7488	66.0616
85.4709	82.7996	65.6995
86.2131	82.8500	65.3387
86.9617	82.9000	64.9775
87.7168	82.9495	64.6176
88.4784	82.9988	64.2584
89.2467	83.0475	63.8988
90.0216	83.0959	63.5395
90.8032	83.1437	63.1813
91.5917	83.1912	62.8250
92.3870	83.2384	62.4685
93.1892	83.2851	62.1114
93.9983	83.3314	61.7560
94.8145	83.3773	61.4019
95.6378	83.4228	61.0476
96.4682	83.4679	60.6934
97.3058	83.5126	60.3406
98.1507	83.5569	59.9883
99.0030	83.6007	59.6359
99.8626	83.6441	59.2852
100.7297	83.6872	58.9352
101.6044	83.7298	58.5860
